channel,date,color
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_03,Yellow
ABC,2017_10_04,Green
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Red
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_04,Yellow
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Green
ABC,2017_10_05,Red
ABC,2017_10_05,Red
ABC,2017_10_05,Red
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_05,Yellow
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Green
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_06,Yellow
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Green
ABC,2017_10_07,Yellow
ABC,2017_10_07,Yellow
ABC,2017_10_07,Yellow
ABC,2017_10_07,Yellow
ABC,2017_10_07,Yellow
ABC,2017_10_07,Yellow
ABC,2017_10_07,Yellow
ABC,2017_10_07,Yellow
ABC,2017_10_07,Yellow
ABC,2017_10_07,Yellow
ABC,2017_10_07,Yellow
